UTC,x_coord,y_coord,click,scroll
2022-08-15 01:50:05.309936,1510,-692,None,None
2022-08-15 01:50:05.311901,1510,-693,None,None
2022-08-15 01:50:05.312896,1509,-693,None,None
2022-08-15 01:50:05.313896,1509,-694,None,None
2022-08-15 01:50:05.315890,1508,-694,None,None
2022-08-15 01:50:05.316885,1508,-695,None,None
2022-08-15 01:50:05.318882,1508,-696,None,None
2022-08-15 01:50:05.319886,1507,-696,None,None
2022-08-15 01:50:05.320879,1507,-697,None,None
2022-08-15 01:50:05.324867,1506,-698,None,None
2022-08-15 01:50:05.325862,1505,-698,None,None
2022-08-15 01:50:05.328030,1505,-699,None,None
2022-08-15 01:50:05.328855,1504,-700,None,None
2022-08-15 01:50:05.330850,1503,-700,None,None
2022-08-15 01:50:05.331846,1503,-701,None,None
2022-08-15 01:50:05.333845,1502,-702,None,None
2022-08-15 01:50:05.337829,1501,-703,None,None
2022-08-15 01:50:05.341818,1501,-704,None,None
2022-08-15 01:50:05.342814,1500,-704,None,None
2022-08-15 01:50:05.350803,1499,-705,None,None
2022-08-15 01:50:05.383708,1499,-705,Button.right,None
2022-08-15 01:50:05.548101,1499,-705,Button.left,None
2022-08-15 01:50:05.624893,1498,-705,None,None
2022-08-15 01:50:05.632870,1498,-704,None,None
2022-08-15 01:50:05.647831,1498,-703,None,None
2022-08-15 01:50:05.650822,1497,-703,None,None
2022-08-15 01:50:05.658802,1496,-702,None,None
2022-08-15 01:50:05.660796,1496,-701,None,None
2022-08-15 01:50:05.661794,1495,-701,None,None
2022-08-15 01:50:05.663788,1495,-700,None,None
2022-08-15 01:50:05.664788,1494,-700,None,None
2022-08-15 01:50:05.666781,1494,-699,None,None
2022-08-15 01:50:05.668777,1494,-698,None,None
2022-08-15 01:50:05.669779,1493,-698,None,None
2022-08-15 01:50:05.669779,1493,-697,None,None
2022-08-15 01:50:05.669779,1493,-698,Button.middle,None
2022-08-15 01:50:05.671772,1492,-697,None,None
2022-08-15 01:50:05.672768,1491,-696,None,None
2022-08-15 01:50:05.673766,1491,-695,None,None
2022-08-15 01:50:05.674782,1491,-694,None,None
2022-08-15 01:50:05.677757,1490,-694,None,None
2022-08-15 01:50:05.679753,1489,-694,None,None
2022-08-15 01:50:05.682741,1488,-692,None,None
2022-08-15 01:50:05.683736,1488,-691,None,None
2022-08-15 01:50:05.684735,1487,-690,None,None
2022-08-15 01:50:05.686728,1486,-689,None,None
2022-08-15 01:50:05.689721,1485,-688,None,None
2022-08-15 01:50:05.693712,1484,-687,None,None
2022-08-15 01:50:05.697700,1483,-687,None,None
2022-08-15 01:50:05.699695,1483,-686,None,None
2022-08-15 01:50:05.768510,1482,-686,None,None
2022-08-15 01:50:05.781497,1482,-687,None,None
2022-08-15 01:50:05.794444,1482,-688,None,None
2022-08-15 01:50:05.800423,1482,-689,None,None
2022-08-15 01:50:05.804442,1481,-689,None,None
2022-08-15 01:50:05.809412,1481,-690,None,None
2022-08-15 01:50:05.814431,1481,-691,None,None
2022-08-15 01:50:05.821397,1481,-691,Button.left,None
2022-08-15 01:50:05.821397,1480,-691,None,None
2022-08-15 01:50:05.831340,1479,-691,None,None
2022-08-15 01:50:05.841317,1479,-692,None,None
2022-08-15 01:50:05.857270,1478,-692,None,None
2022-08-15 01:50:05.933072,1478,-691,None,None
2022-08-15 01:50:05.936074,1477,-690,None,None
2022-08-15 01:50:05.937059,1477,-689,None,None
2022-08-15 01:50:05.940058,1477,-688,None,None
2022-08-15 01:50:05.941053,1476,-688,None,None
2022-08-15 01:50:05.943042,1476,-687,None,None
2022-08-15 01:50:05.943042,1476,-686,None,None
2022-08-15 01:50:05.947032,1475,-685,None,None
2022-08-15 01:50:05.951023,1475,-684,None,None
2022-08-15 01:50:05.957005,1475,-684,None,"[0, -1]"
2022-08-15 01:50:05.966024,1474,-684,None,None
2022-08-15 01:50:05.974958,1474,-683,None,None
2022-08-15 01:50:05.978948,1473,-683,None,None
2022-08-15 01:50:05.993907,1473,-682,None,None
2022-08-15 01:50:06.002896,1473,-682,None,"[0, -1]"
2022-08-15 01:50:06.006871,1472,-682,None,None
2022-08-15 01:50:06.014849,1471,-682,None,None
2022-08-15 01:50:06.037407,1470,-682,None,None
2022-08-15 01:50:06.038376,1470,-682,None,"[0, -1]"
2022-08-15 01:50:06.048350,1469,-682,None,None
2022-08-15 01:50:06.058326,1469,-681,None,None
2022-08-15 01:50:06.115173,1468,-681,None,None
2022-08-15 01:50:06.116168,1468,-682,None,None
2022-08-15 01:50:06.119162,1467,-682,None,None
2022-08-15 01:50:06.122156,1467,-683,None,None
2022-08-15 01:50:06.123150,1466,-683,None,None
2022-08-15 01:50:06.124147,1466,-683,Button.left,None
2022-08-15 01:50:06.126142,1466,-684,None,None
2022-08-15 01:50:06.127138,1465,-684,None,None
2022-08-15 01:50:06.130138,1465,-685,None,None
2022-08-15 01:50:06.132165,1464,-685,None,None
2022-08-15 01:50:06.135118,1463,-686,None,None
2022-08-15 01:50:06.137127,1461,-687,None,None
2022-08-15 01:50:06.139108,1461,-688,None,None
2022-08-15 01:50:06.140104,1459,-688,None,None
2022-08-15 01:50:06.140104,1458,-689,None,None
2022-08-15 01:50:06.141102,1457,-690,None,None
2022-08-15 01:50:06.142100,1456,-690,None,None
2022-08-15 01:50:06.143100,1455,-690,None,None
2022-08-15 01:50:06.144093,1454,-691,None,None
2022-08-15 01:50:06.145093,1453,-692,None,None
2022-08-15 01:50:06.148091,1452,-692,None,None
2022-08-15 01:50:06.148091,1451,-693,None,None
2022-08-15 01:50:06.149082,1449,-694,None,None
2022-08-15 01:50:06.150081,1448,-694,None,None
2022-08-15 01:50:06.150081,1447,-694,None,None
2022-08-15 01:50:06.151076,1445,-695,None,None
2022-08-15 01:50:06.152074,1444,-696,None,None
2022-08-15 01:50:06.153071,1443,-696,None,None
2022-08-15 01:50:06.154067,1441,-697,None,None
2022-08-15 01:50:06.155064,1440,-697,None,None
2022-08-15 01:50:06.156062,1438,-698,None,None
2022-08-15 01:50:06.161053,1436,-698,None,None
2022-08-15 01:50:06.162053,1434,-698,None,None
2022-08-15 01:50:06.164044,1425,-701,None,None
2022-08-15 01:50:06.166039,1423,-701,None,None
2022-08-15 01:50:06.168031,1416,-703,None,None
2022-08-15 01:50:06.169027,1413,-703,None,None
2022-08-15 01:50:06.169027,1410,-704,None,None
2022-08-15 01:50:06.170024,1408,-704,None,None
2022-08-15 01:50:06.171024,1406,-705,None,None
2022-08-15 01:50:06.172024,1404,-706,None,None
2022-08-15 01:50:06.173016,1402,-706,None,None
2022-08-15 01:50:06.175017,1399,-706,None,None
2022-08-15 01:50:06.176018,1397,-707,None,None
2022-08-15 01:50:06.177010,1396,-707,None,None
2022-08-15 01:50:06.177010,1393,-708,None,None
2022-08-15 01:50:06.178004,1391,-708,None,None
2022-08-15 01:50:06.179002,1389,-709,None,None
2022-08-15 01:50:06.179998,1387,-709,None,None
2022-08-15 01:50:06.180995,1385,-710,None,None
2022-08-15 01:50:06.181993,1383,-710,None,None
2022-08-15 01:50:06.182989,1381,-711,None,None
2022-08-15 01:50:06.183986,1380,-711,None,None
2022-08-15 01:50:06.185994,1378,-712,None,None
2022-08-15 01:50:06.187985,1376,-712,None,None
2022-08-15 01:50:06.189975,1371,-714,None,None
2022-08-15 01:50:06.191980,1370,-714,None,None
2022-08-15 01:50:06.193975,1367,-715,None,None
2022-08-15 01:50:06.195957,1364,-716,None,None
2022-08-15 01:50:06.196953,1362,-717,None,None
2022-08-15 01:50:06.196953,1360,-717,None,None
2022-08-15 01:50:06.198952,1359,-718,None,None
2022-08-15 01:50:06.198952,1358,-718,None,None
2022-08-15 01:50:06.199944,1358,-719,None,None
2022-08-15 01:50:06.200944,1357,-719,None,None
2022-08-15 01:50:06.202948,1356,-719,None,None
2022-08-15 01:50:06.203937,1355,-719,None,None
2022-08-15 01:50:06.203937,1355,-720,None,None
2022-08-15 01:50:06.205930,1354,-720,None,None
2022-08-15 01:50:06.206927,1353,-721,None,None
2022-08-15 01:50:06.208920,1352,-721,None,None
2022-08-15 01:50:06.210916,1351,-722,None,None
2022-08-15 01:50:06.213925,1350,-722,None,None
2022-08-15 01:50:06.216907,1350,-723,None,None
2022-08-15 01:50:06.219433,1349,-723,None,None
2022-08-15 01:50:06.219433,1349,-724,None,None
2022-08-15 01:50:06.231406,1350,-725,None,None
2022-08-15 01:50:06.234387,1351,-726,None,None
2022-08-15 01:50:06.236380,1352,-726,None,None
2022-08-15 01:50:06.237377,1353,-726,None,None
2022-08-15 01:50:06.238375,1354,-727,None,None
2022-08-15 01:50:06.239372,1355,-727,None,None
2022-08-15 01:50:06.240369,1356,-728,None,None
2022-08-15 01:50:06.242375,1357,-728,None,None
2022-08-15 01:50:06.245361,1360,-728,None,None
2022-08-15 01:50:06.246374,1363,-729,None,None
2022-08-15 01:50:06.247373,1364,-730,None,None
2022-08-15 01:50:06.248349,1368,-730,None,None
2022-08-15 01:50:06.251353,1372,-730,None,None
2022-08-15 01:50:06.252337,1374,-731,None,None
2022-08-15 01:50:06.253335,1375,-731,None,None
2022-08-15 01:50:06.254333,1377,-731,None,None
2022-08-15 01:50:06.254333,1380,-731,None,None
2022-08-15 01:50:06.255333,1382,-732,None,None
2022-08-15 01:50:06.256326,1385,-732,None,None
2022-08-15 01:50:06.258322,1388,-732,None,None
2022-08-15 01:50:06.259328,1390,-732,None,None
2022-08-15 01:50:06.262313,1393,-732,None,None
2022-08-15 01:50:06.263310,1399,-733,None,None
2022-08-15 01:50:06.264305,1407,-733,None,None
2022-08-15 01:50:06.265303,1410,-734,None,None
2022-08-15 01:50:06.266300,1413,-734,None,None
2022-08-15 01:50:06.267297,1417,-734,None,None
2022-08-15 01:50:06.268294,1420,-734,None,None
2022-08-15 01:50:06.270296,1424,-734,None,None
2022-08-15 01:50:06.273284,1431,-734,None,None
2022-08-15 01:50:06.275283,1443,-734,None,None
2022-08-15 01:50:06.278269,1453,-734,None,None
2022-08-15 01:50:06.279266,1461,-734,None,None
2022-08-15 01:50:06.280264,1468,-734,None,None
2022-08-15 01:50:06.281260,1473,-734,None,None
2022-08-15 01:50:06.282256,1477,-734,None,None
2022-08-15 01:50:06.283260,1479,-734,None,None
2022-08-15 01:50:06.284252,1483,-734,None,None
2022-08-15 01:50:06.285250,1488,-734,None,None
2022-08-15 01:50:06.287269,1495,-734,None,None
2022-08-15 01:50:06.288247,1500,-734,None,None
2022-08-15 01:50:06.288247,1505,-735,None,None
2022-08-15 01:50:06.289240,1510,-735,None,None
2022-08-15 01:50:06.290238,1515,-736,None,None
2022-08-15 01:50:06.291234,1523,-736,None,None
2022-08-15 01:50:06.292231,1529,-737,None,None
2022-08-15 01:50:06.293228,1535,-737,None,None
2022-08-15 01:50:06.294226,1537,-737,None,None
2022-08-15 01:50:06.295224,1543,-737,None,None
2022-08-15 01:50:06.296222,1551,-738,None,None
2022-08-15 01:50:06.298224,1557,-738,None,None
2022-08-15 01:50:06.300221,1570,-739,None,None
2022-08-15 01:50:06.303204,1579,-739,None,None
2022-08-15 01:50:06.306204,1598,-740,None,None
2022-08-15 01:50:06.306204,1607,-741,None,None
2022-08-15 01:50:06.306204,1613,-741,None,None
2022-08-15 01:50:06.307193,1620,-741,None,None
2022-08-15 01:50:06.308189,1626,-741,None,None
2022-08-15 01:50:06.309186,1635,-742,None,None
2022-08-15 01:50:06.310186,1641,-742,None,None
2022-08-15 01:50:06.311180,1648,-742,None,None
2022-08-15 01:50:06.312177,1654,-743,None,None
2022-08-15 01:50:06.314179,1663,-743,None,None
2022-08-15 01:50:06.315173,1669,-743,None,None
2022-08-15 01:50:06.315173,1676,-744,None,None
2022-08-15 01:50:06.316167,1684,-744,None,None
2022-08-15 01:50:06.317164,1689,-744,None,None
2022-08-15 01:50:06.318162,1691,-744,None,None
2022-08-15 01:50:06.319159,1697,-744,None,None
2022-08-15 01:50:06.320156,1706,-745,None,None
2022-08-15 01:50:06.321153,1711,-745,None,None
2022-08-15 01:50:06.322150,1716,-745,None,None
2022-08-15 01:50:06.323147,1719,-745,None,None
2022-08-15 01:50:06.324145,1724,-745,None,None
2022-08-15 01:50:06.326203,1729,-745,None,None
2022-08-15 01:50:06.329136,1746,-746,None,None
2022-08-15 01:50:06.331129,1755,-746,None,None
2022-08-15 01:50:06.332123,1759,-746,None,None
2022-08-15 01:50:06.334121,1760,-746,None,None
2022-08-15 01:50:06.334121,1764,-746,None,None
2022-08-15 01:50:06.335117,1768,-746,None,None
2022-08-15 01:50:06.336114,1772,-746,None,None
2022-08-15 01:50:06.336114,1775,-746,None,None
2022-08-15 01:50:06.337111,1780,-746,None,None
2022-08-15 01:50:06.338108,1784,-746,None,None
2022-08-15 01:50:06.339105,1786,-746,None,None
2022-08-15 01:50:06.340103,1790,-746,None,None
2022-08-15 01:50:06.341100,1792,-746,None,None
2022-08-15 01:50:06.344102,1794,-746,None,None
2022-08-15 01:50:06.344102,1796,-746,None,None
2022-08-15 01:50:06.345090,1798,-746,None,None
2022-08-15 01:50:06.345090,1800,-745,None,None
2022-08-15 01:50:06.346098,1801,-745,None,None
2022-08-15 01:50:06.347085,1803,-745,None,None
2022-08-15 01:50:06.348082,1804,-745,None,None
2022-08-15 01:50:06.349080,1805,-744,None,None
2022-08-15 01:50:06.350078,1806,-744,None,None
2022-08-15 01:50:06.352102,1807,-744,None,None
2022-08-15 01:50:06.353068,1807,-743,None,None
2022-08-15 01:50:06.358057,1807,-742,None,None
2022-08-15 01:50:06.359053,1806,-742,None,None
2022-08-15 01:50:06.360051,1805,-742,None,None
2022-08-15 01:50:06.360051,1804,-741,None,None
2022-08-15 01:50:06.365037,1803,-741,None,None
2022-08-15 01:50:06.366032,1801,-740,None,None
2022-08-15 01:50:06.367030,1795,-738,None,None
2022-08-15 01:50:06.368039,1793,-737,None,None
2022-08-15 01:50:06.369059,1791,-736,None,None
2022-08-15 01:50:06.370025,1789,-736,None,None
2022-08-15 01:50:06.370025,1786,-735,None,None
2022-08-15 01:50:06.371022,1784,-734,None,None
2022-08-15 01:50:06.372019,1779,-733,None,None
2022-08-15 01:50:06.373016,1775,-732,None,None
2022-08-15 01:50:06.374013,1774,-732,None,None
2022-08-15 01:50:06.375009,1770,-730,None,None
2022-08-15 01:50:06.376006,1768,-730,None,None
2022-08-15 01:50:06.377004,1764,-728,None,None
2022-08-15 01:50:06.379003,1760,-726,None,None
2022-08-15 01:50:06.379003,1753,-724,None,None
2022-08-15 01:50:06.380999,1749,-722,None,None
2022-08-15 01:50:06.381990,1744,-720,None,None
2022-08-15 01:50:06.381990,1738,-718,None,None
2022-08-15 01:50:06.383991,1735,-717,None,None
2022-08-15 01:50:06.384985,1729,-714,None,None
2022-08-15 01:50:06.384985,1721,-711,None,None
2022-08-15 01:50:06.385980,1715,-708,None,None
2022-08-15 01:50:06.386978,1707,-705,None,None
2022-08-15 01:50:06.388976,1702,-703,None,None
2022-08-15 01:50:06.389974,1695,-700,None,None
2022-08-15 01:50:06.390978,1691,-698,None,None
2022-08-15 01:50:06.391965,1682,-694,None,None
2022-08-15 01:50:06.392962,1675,-691,None,None
2022-08-15 01:50:06.393962,1671,-689,None,None
2022-08-15 01:50:06.394960,1662,-685,None,None
2022-08-15 01:50:06.395953,1651,-680,None,None
2022-08-15 01:50:06.395953,1644,-678,None,None
2022-08-15 01:50:06.396952,1642,-676,None,None
2022-08-15 01:50:06.397950,1631,-671,None,None
2022-08-15 01:50:06.398947,1622,-667,None,None
2022-08-15 01:50:06.399944,1615,-664,None,None
2022-08-15 01:50:06.401943,1612,-662,None,None
2022-08-15 01:50:06.402942,1602,-657,None,None
2022-08-15 01:50:06.404931,1585,-649,None,None
2022-08-15 01:50:06.405928,1576,-644,None,None
2022-08-15 01:50:06.407923,1572,-643,None,None
2022-08-15 01:50:06.407923,1563,-638,None,None
2022-08-15 01:50:06.408934,1557,-634,None,None
2022-08-15 01:50:06.409917,1553,-632,None,None
2022-08-15 01:50:06.410914,1543,-627,None,None
2022-08-15 01:50:06.411911,1534,-621,None,None
2022-08-15 01:50:06.411911,1527,-617,None,None
2022-08-15 01:50:06.413905,1525,-616,None,None
2022-08-15 01:50:06.413905,1515,-610,None,None
2022-08-15 01:50:06.415902,1509,-606,None,None
2022-08-15 01:50:06.416905,1504,-602,None,None
2022-08-15 01:50:06.417701,1498,-599,None,None
2022-08-15 01:50:06.418686,1491,-594,None,None
2022-08-15 01:50:06.419689,1488,-592,None,None
2022-08-15 01:50:06.420683,1477,-584,None,None
2022-08-15 01:50:06.421703,1471,-581,None,None
2022-08-15 01:50:06.422675,1466,-577,None,None
2022-08-15 01:50:06.423673,1464,-575,None,None
2022-08-15 01:50:06.424673,1453,-568,None,None
2022-08-15 01:50:06.426669,1446,-562,None,None
2022-08-15 01:50:06.427664,1440,-559,None,None
2022-08-15 01:50:06.428671,1435,-555,None,None
2022-08-15 01:50:06.429664,1427,-550,None,None
2022-08-15 01:50:06.430658,1425,-548,None,None
2022-08-15 01:50:06.431655,1420,-545,None,None
2022-08-15 01:50:06.432653,1416,-542,None,None
2022-08-15 01:50:06.433651,1409,-538,None,None
2022-08-15 01:50:06.434646,1405,-536,None,None
2022-08-15 01:50:06.435642,1401,-533,None,None
2022-08-15 01:50:06.436649,1397,-531,None,None
2022-08-15 01:50:06.437651,1393,-529,None,None
2022-08-15 01:50:06.438638,1389,-526,None,None
2022-08-15 01:50:06.439633,1386,-525,None,None
2022-08-15 01:50:06.440630,1385,-524,None,None
2022-08-15 01:50:06.441630,1382,-522,None,None
2022-08-15 01:50:06.442627,1379,-521,None,None
2022-08-15 01:50:06.443641,1376,-520,None,None
2022-08-15 01:50:06.444621,1373,-519,None,None
2022-08-15 01:50:06.445617,1371,-518,None,None
2022-08-15 01:50:06.446613,1369,-517,None,None
2022-08-15 01:50:06.447609,1367,-516,None,None
2022-08-15 01:50:06.448612,1366,-516,None,None
2022-08-15 01:50:06.450601,1365,-515,None,None
2022-08-15 01:50:06.451598,1363,-515,None,None
2022-08-15 01:50:06.454605,1362,-515,None,None
2022-08-15 01:50:06.460573,1363,-515,None,None
2022-08-15 01:50:06.461575,1363,-516,None,None
2022-08-15 01:50:06.463567,1364,-516,None,None
2022-08-15 01:50:06.463567,1365,-516,None,None
2022-08-15 01:50:06.466558,1366,-517,None,None
2022-08-15 01:50:06.468558,1366,-518,None,None
2022-08-15 01:50:06.469579,1372,-522,None,None
2022-08-15 01:50:06.470547,1373,-523,None,None
2022-08-15 01:50:06.471544,1375,-525,None,None
2022-08-15 01:50:06.472549,1377,-526,None,None
2022-08-15 01:50:06.473545,1379,-528,None,None
2022-08-15 01:50:06.474539,1381,-529,None,None
2022-08-15 01:50:06.475536,1384,-531,None,None
2022-08-15 01:50:06.476532,1386,-533,None,None
2022-08-15 01:50:06.477529,1389,-535,None,None
2022-08-15 01:50:06.478544,1391,-537,None,None
2022-08-15 01:50:06.480542,1394,-539,None,None
2022-08-15 01:50:06.480542,1395,-540,None,None
2022-08-15 01:50:06.481520,1398,-543,None,None
2022-08-15 01:50:06.482523,1401,-545,None,None
2022-08-15 01:50:06.483514,1404,-548,None,None
2022-08-15 01:50:06.484511,1408,-551,None,None
2022-08-15 01:50:06.485509,1412,-554,None,None
2022-08-15 01:50:06.486504,1415,-557,None,None
2022-08-15 01:50:06.487503,1418,-560,None,None
2022-08-15 01:50:06.488509,1422,-562,None,None
2022-08-15 01:50:06.489502,1425,-565,None,None
2022-08-15 01:50:06.490499,1428,-568,None,None
2022-08-15 01:50:06.491496,1433,-573,None,None
2022-08-15 01:50:06.492489,1437,-576,None,None
2022-08-15 01:50:06.493514,1441,-579,None,None
2022-08-15 01:50:06.494506,1445,-582,None,None
2022-08-15 01:50:06.495482,1447,-584,None,None
2022-08-15 01:50:06.497475,1451,-587,None,None
2022-08-15 01:50:06.498472,1456,-591,None,None
2022-08-15 01:50:06.499475,1459,-594,None,None
2022-08-15 01:50:06.500471,1464,-598,None,None
2022-08-15 01:50:06.501466,1468,-601,None,None
2022-08-15 01:50:06.502464,1472,-604,None,None
2022-08-15 01:50:06.503464,1475,-607,None,None
2022-08-15 01:50:06.504467,1477,-608,None,None
2022-08-15 01:50:06.505469,1481,-611,None,None
2022-08-15 01:50:06.506472,1488,-616,None,None
2022-08-15 01:50:06.507464,1492,-620,None,None
2022-08-15 01:50:06.508461,1495,-622,None,None
2022-08-15 01:50:06.510459,1499,-625,None,None
2022-08-15 01:50:06.511458,1502,-628,None,None
2022-08-15 01:50:06.511458,1506,-630,None,None
2022-08-15 01:50:06.512450,1509,-633,None,None
2022-08-15 01:50:06.513448,1513,-636,None,None
2022-08-15 01:50:06.514453,1517,-638,None,None
2022-08-15 01:50:06.515442,1520,-641,None,None
2022-08-15 01:50:06.516441,1524,-643,None,None
2022-08-15 01:50:06.517437,1528,-646,None,None
2022-08-15 01:50:06.518447,1532,-649,None,None
2022-08-15 01:50:06.519437,1535,-651,None,None
2022-08-15 01:50:06.521440,1539,-653,None,None
2022-08-15 01:50:06.521440,1543,-656,None,None
2022-08-15 01:50:06.522422,1547,-658,None,None
2022-08-15 01:50:06.524427,1551,-660,None,None
2022-08-15 01:50:06.525417,1554,-662,None,None
2022-08-15 01:50:06.525417,1558,-664,None,None
2022-08-15 01:50:06.526416,1562,-667,None,None
2022-08-15 01:50:06.527412,1567,-669,None,None
2022-08-15 01:50:06.528413,1571,-671,None,None
2022-08-15 01:50:06.529405,1575,-673,None,None
2022-08-15 01:50:06.530405,1578,-674,None,None
2022-08-15 01:50:06.532416,1581,-676,None,None
2022-08-15 01:50:06.533395,1587,-678,None,None
2022-08-15 01:50:06.533395,1590,-680,None,None
2022-08-15 01:50:06.534409,1594,-681,None,None
2022-08-15 01:50:06.535394,1601,-684,None,None
2022-08-15 01:50:06.537385,1603,-685,None,None
2022-08-15 01:50:06.537385,1607,-686,None,None
2022-08-15 01:50:06.538381,1610,-686,None,None
2022-08-15 01:50:06.539380,1612,-687,None,None
2022-08-15 01:50:06.540376,1615,-687,None,None
2022-08-15 01:50:06.541373,1618,-688,None,None
2022-08-15 01:50:06.542372,1620,-688,None,None
2022-08-15 01:50:06.544368,1623,-688,None,None
2022-08-15 01:50:06.546359,1625,-688,None,None
2022-08-15 01:50:06.546359,1628,-688,None,None
2022-08-15 01:50:06.547357,1630,-688,None,None
2022-08-15 01:50:06.549355,1631,-688,None,None
2022-08-15 01:50:06.550353,1634,-688,None,None
2022-08-15 01:50:06.550353,1636,-688,None,None
2022-08-15 01:50:06.551346,1637,-688,None,None
2022-08-15 01:50:06.552347,1639,-687,None,None
2022-08-15 01:50:06.553344,1640,-687,None,None
2022-08-15 01:50:06.554339,1641,-686,None,None
2022-08-15 01:50:06.555339,1642,-685,None,None
2022-08-15 01:50:06.557332,1643,-685,None,None
2022-08-15 01:50:06.559324,1644,-683,None,None
2022-08-15 01:50:06.559324,1645,-683,None,None
2022-08-15 01:50:06.560322,1646,-682,None,None
2022-08-15 01:50:06.561327,1647,-681,None,None
2022-08-15 01:50:06.562321,1648,-680,None,None
2022-08-15 01:50:06.563317,1648,-678,None,None
2022-08-15 01:50:06.564314,1650,-676,None,None
2022-08-15 01:50:06.565309,1650,-675,None,None
2022-08-15 01:50:06.570295,1651,-673,None,None
2022-08-15 01:50:06.570295,1652,-671,None,None
2022-08-15 01:50:06.572296,1655,-666,None,None
2022-08-15 01:50:06.573291,1655,-665,None,None
2022-08-15 01:50:06.574287,1656,-663,None,None
2022-08-15 01:50:06.574287,1655,-665,Button.left,None
2022-08-15 01:50:06.574287,1657,-661,None,None
2022-08-15 01:50:06.576283,1658,-659,None,None
2022-08-15 01:50:06.576283,1659,-656,None,None
2022-08-15 01:50:06.577276,1660,-654,None,None
2022-08-15 01:50:06.578274,1661,-651,None,None
2022-08-15 01:50:06.580315,1662,-649,None,None
2022-08-15 01:50:06.582269,1664,-644,None,None
2022-08-15 01:50:06.582269,1665,-642,None,None
2022-08-15 01:50:06.583262,1666,-639,None,None
2022-08-15 01:50:06.584261,1667,-635,None,None
2022-08-15 01:50:06.585262,1668,-632,None,None
2022-08-15 01:50:06.586258,1669,-630,None,None
2022-08-15 01:50:06.587253,1669,-628,None,None
2022-08-15 01:50:06.588253,1670,-625,None,None
2022-08-15 01:50:06.589253,1671,-623,None,None
2022-08-15 01:50:06.591268,1671,-620,None,None
2022-08-15 01:50:06.592237,1672,-618,None,None
2022-08-15 01:50:06.592237,1672,-617,None,None
2022-08-15 01:50:06.594236,1672,-615,None,None
2022-08-15 01:50:06.595230,1673,-612,None,None
2022-08-15 01:50:06.596228,1673,-610,None,None
2022-08-15 01:50:06.596228,1673,-608,None,None
2022-08-15 01:50:06.598231,1674,-605,None,None
2022-08-15 01:50:06.598231,1674,-603,None,None
2022-08-15 01:50:06.599219,1674,-601,None,None
2022-08-15 01:50:06.600216,1674,-599,None,None
2022-08-15 01:50:06.601212,1674,-597,None,None
2022-08-15 01:50:06.603211,1675,-595,None,None
2022-08-15 01:50:06.604205,1675,-593,None,None
2022-08-15 01:50:06.604205,1675,-591,None,None
2022-08-15 01:50:06.605203,1675,-589,None,None
2022-08-15 01:50:06.606208,1675,-587,None,None
2022-08-15 01:50:06.607198,1675,-586,None,None
2022-08-15 01:50:06.608194,1675,-585,None,None
2022-08-15 01:50:06.609194,1675,-584,None,None
2022-08-15 01:50:06.610188,1675,-582,None,None
2022-08-15 01:50:06.611186,1674,-581,None,None
2022-08-15 01:50:06.612188,1674,-579,None,None
2022-08-15 01:50:06.614180,1674,-578,None,None
2022-08-15 01:50:06.614180,1673,-576,None,None
2022-08-15 01:50:06.615176,1673,-575,None,None
2022-08-15 01:50:06.616173,1672,-574,None,None
2022-08-15 01:50:06.617171,1672,-572,None,None
2022-08-15 01:50:06.618350,1671,-571,None,None
2022-08-15 01:50:06.619333,1671,-570,None,None
2022-08-15 01:50:06.620329,1670,-569,None,None
2022-08-15 01:50:06.621327,1670,-568,None,None
2022-08-15 01:50:06.623334,1670,-567,None,None
2022-08-15 01:50:06.624317,1669,-566,None,None
2022-08-15 01:50:06.624317,1669,-565,None,None
2022-08-15 01:50:06.627312,1668,-565,None,None
2022-08-15 01:50:06.628308,1667,-563,None,None
2022-08-15 01:50:06.628308,1667,-562,None,None
2022-08-15 01:50:06.629306,1666,-562,None,None
2022-08-15 01:50:06.630303,1666,-561,None,None
2022-08-15 01:50:06.631300,1665,-561,None,None
2022-08-15 01:50:06.632301,1665,-560,None,None
2022-08-15 01:50:06.634302,1664,-560,None,None
2022-08-15 01:50:06.634302,1663,-559,None,None
2022-08-15 01:50:06.636295,1662,-558,None,None
2022-08-15 01:50:06.638283,1661,-558,None,None
2022-08-15 01:50:06.639312,1660,-558,None,None
2022-08-15 01:50:06.640276,1660,-557,None,None
2022-08-15 01:50:06.642271,1659,-557,None,None
2022-08-15 01:50:06.643289,1658,-557,None,None
2022-08-15 01:50:06.645268,1657,-557,None,None
2022-08-15 01:50:06.646268,1656,-557,None,None
2022-08-15 01:50:06.648258,1655,-557,None,None
2022-08-15 01:50:06.648258,1654,-557,None,None
2022-08-15 01:50:06.649254,1653,-557,None,None
2022-08-15 01:50:06.650252,1651,-557,None,None
2022-08-15 01:50:06.651248,1650,-557,None,None
2022-08-15 01:50:06.652244,1649,-557,None,None
2022-08-15 01:50:06.653242,1648,-557,None,None
2022-08-15 01:50:06.654238,1646,-557,None,None
2022-08-15 01:50:06.656238,1645,-558,None,None
2022-08-15 01:50:06.657235,1643,-558,None,None
2022-08-15 01:50:06.658228,1642,-559,None,None
2022-08-15 01:50:06.659251,1640,-559,None,None
2022-08-15 01:50:06.660224,1638,-560,None,None
2022-08-15 01:50:06.660224,1637,-561,None,None
2022-08-15 01:50:06.661220,1635,-561,None,None
